58,,INV20170400112,2017-04-12 17:36:08,,,,1,D-0150-PINK,,M,1,
58,,INV20170400112,2017-04-12 17:36:08,,,,2,D-0213-BEIGE,,M,1,
59,,INV20170400113,2017-04-12 17:59:31,,,,1,D-0150-NAVY,,S,1,
60,,INV20170400114,2017-04-12 18:12:28,,,,1,D-0217-GREY,,S,1,
60,,INV20170400114,2017-04-12 18:12:28,,,,2,D-0230-BLUE GREY,,S,1,
60,,INV20170400114,2017-04-12 18:12:28,,,,3,SH-0194-BLACK,,S,1,
60,,INV20170400114,2017-04-12 18:12:28,,,,4,SH-0194-WHITE,,S,1,
61,,INV20170400115,2017-04-12 18:40:54,,,,1,D-0217-GREY,,S,1,
62,,INV20170400117,2017-04-12 18:51:35,,,,1,D-0183-BLACK,,S,1,
63,,INV20170400118,2017-04-12 18:53:18,,,,1,SK-0222-BLUE GREY,,M,1,
64,,INV20170400119,2017-04-12 19:07:17,,,,1,SK-0202-WHITE,,L,1,
64,,INV20170400119,2017-04-12 19:07:17,,,,2,T-0189-BLACK,,---,1,
65,,INV20170400120,2017-04-12 19:50:30,,,,1,SH-0194-BLACK,,M,1,
66,,INV20170400121,2017-04-12 19:50:59,,,,1,T-0110-BLACK,,---,1,
67,,INV20170400122,2017-04-12 20:04:10,,,,1,SK-0202-BLACK,,S,1,
67,,INV20170400122,2017-04-12 20:04:10,,,,2,SK-0218-DARK GREY,,M,1,
67,,INV20170400122,2017-04-12 20:04:10,,,,3,SK-0228-์NUDE PINK,,M,1,
67,,INV20170400122,2017-04-12 20:04:10,,,,4,T-0214-DARK GREY,,M,1,
67,,INV20170400122,2017-04-12 20:04:10,,,,5,T-0228-์NUDE PINK,,M,1,
68,,INV20170400123,2017-04-12 20:05:12,,,,1,T-0185-BLACK,,---,1,
68,,INV20170400123,2017-04-12 20:05:12,,,,2,T-0215-BLACK,,---,1,
69,,INV20170400124,2017-04-12 20:25:53,,,,1,D-0150-NAVY,,S,1,
70,,INV20170400127,2017-04-12 20:41:46,,,,1,D-0230-BLACK,,S,1,
70,,INV20170400127,2017-04-12 20:41:46,,,,2,SK-0228-WHITE,,L,1,
70,,INV20170400127,2017-04-12 20:41:46,,,,3,T-0197-WHITE,,---,1,
71,,INV20170400132,2017-04-16 13:02:58,,,,1,D-224-NAVY,,S,1,
72,,INV20170400133,2017-04-16 13:19:12,,,,1,D-0183-BLACK,,M,1,
73,,INV20170400136,2017-04-16 16:23:17,,,,1,D-0150-WHITE,,S,1,
73,,INV20170400136,2017-04-16 16:23:17,,,,2,D-0195-NUDE PINK,,S,1,
73,,INV20170400136,2017-04-16 16:23:17,,,,3,D-0217-WHITE,,M,1,
74,,INV20170400137,2017-04-16 16:32:18,,,,1,D-0209-WHITE,,M,1,
75,,INV20170400138,2017-04-16 16:41:37,,,,1,SK-0222-BLUE GREY,,L,1,
75,,INV20170400138,2017-04-16 16:41:37,,,,2,SK-0222-NAVY,,L,1,
75,,INV20170400138,2017-04-16 16:41:37,,,,3,T-0221-NAVY,,---,1,
76,,INV20170400139,2017-04-16 18:09:41,,,,1,T-0189-WHITE,,---,1,
77,,INV20170400141,2017-04-16 19:01:13,,,,1,T-0189-WHITE,,---,1,
78,,INV20170400145,2017-04-17 13:50:05,,,,1,SH-0194-BLACK,,M,1,
79,,INV20170400147,2017-04-17 14:34:17,,,,1,SK-0218-NAVY,,S,1,
79,,INV20170400147,2017-04-17 14:34:17,,,,2,T-0172-BEIGE,,---,1,
80,,INV20170400148,2017-04-17 15:15:53,,,,1,SK-0222-NAVY,,M,1,
80,,INV20170400148,2017-04-17 15:15:53,,,,2,T-0172-BEIGE,,---,1,
80,,INV20170400148,2017-04-17 15:15:53,,,,3,T-0219-NAVY,,---,1,
81,,INV20170400149,2017-04-17 15:30:32,,,,1,T-0110-NUDE CREAM,,---,1,
82,,INV20170400153,2017-04-17 18:38:35,,,,1,T-0172-LIGHT MATCHA,,---,1,
83,,INV20170400154,2017-04-17 18:49:14,,,,1,SK-0170-NUDE PINK,,L,1,
84,,INV20170400155,2017-04-17 19:11:16,,,,1,D-0213-BEIGE,,S,1,
84,,INV20170400155,2017-04-17 19:11:16,,,,2,D-224-BLACK,,S,1,
84,,INV20170400155,2017-04-17 19:11:16,,,,3,SK-0228-WHITE,,M,1,
84,,INV20170400155,2017-04-17 19:11:16,,,,4,T-0110-WHITE,,---,1,
84,,INV20170400155,2017-04-17 19:11:16,,,,5,T-0124-BLACK,,---,1,
84,,INV20170400155,2017-04-17 19:11:16,,,,6,T-0189-WHITE,,---,1,
84,,INV20170400155,2017-04-17 19:11:16,,,,7,T-0228-WHITE,,M,1,
85,,INV20170400163,2017-04-18 19:49:40,,,,1,D-0216-WHITE,,M,1,
85,,INV20170400163,2017-04-18 19:49:40,,,,2,SK-0206-WHITE,,M,1,
86,,INV20170400164,2017-04-18 21:12:37,,,,1,T-0110-BLACK,,---,1,
86,,INV20170400164,2017-04-18 21:12:37,,,,2,T-0193-GREEN,,M,1,
87,,INV20170400165,2017-04-18 21:23:54,,,,1,T-0197-WHITE,,---,1,
88,,INV20170400174,2017-04-19 15:17:46,,,,1,SK-0202-BLACK,,L,1,
89,,INV20170400175,2017-04-19 16:16:17,,,,1,D-0230-BLACK,,S,1,
90,,INV20170400178,2017-04-19 18:20:34,,,,1,SK-0207-NAVY,,M,1,
91,,INV20170400179,2017-04-19 18:24:08,,,,1,T-0193-BLACK,,M,1,
92,,INV20170400180,2017-04-19 19:40:09,,,,1,D-0213-NAVY,,S,1,
92,,INV20170400180,2017-04-19 19:40:09,,,,2,D-0217-BLACK,,S,1,
92,,INV20170400180,2017-04-19 19:40:09,,,,3,D-224-BLACK,,S,1,
93,,INV20170400181,2017-04-19 19:48:37,,,,1,D-0230-NAVY,,M,1,
94,,INV20170400195,2017-04-20 14:27:03,,,,1,D-0223-GREY,,S,1,
95,,INV20170400201,2017-04-20 17:28:08,,,,1,SK-0207-NAVY,,L,1,
96,,INV20170400202,2017-04-20 17:34:38,,,,1,SK-0202-BLACK,,S,1,
97,,INV20170400205,2017-04-20 17:52:08,,,,1,T-0215-BLACK,,---,1,
97,,INV20170400205,2017-04-20 17:52:08,,,,2,T-0228-์NUDE PINK,,S,1,
98,,INV20170400206,2017-04-20 18:22:54,,,,1,D-0183-BLACK,,M,1,
98,,INV20170400206,2017-04-20 18:22:54,,,,2,D-0195-BLUE,,M,1,
99,,INV20170400207,2017-04-20 18:48:10,,,,1,D-0216-NUDE PINK,,S,1,
99,,INV20170400207,2017-04-20 18:48:10,,,,2,D-0223-NAVY,,S,1,
100,,INV20170400209,2017-04-20 19:09:30,,,,1,T-0124-WHITE,,---,1,
101,,INV20170400210,2017-04-20 19:10:31,,,,1,D-0230-NAVY,,M,1,
102,,INV20170400211,2017-04-20 19:12:30,,,,1,SK-0207-BLACK,,M,1,
103,,INV20170400214,2017-04-20 19:38:55,,,,1,SK-0202-BLACK,,S,1,
104,,INV20170400215,2017-04-20 19:39:19,,,,1,SK-0202-BLACK,,M,1,
105,,INV20170400219,2017-04-20 20:06:35,,,,1,T-LK-003-BLACK,,---,1,
106,,INV20170400221,2017-04-20 20:12:57,,,,1,T-0211-NAVY,,M,1,
107,,INV20170400233,2017-04-21 12:38:18,,,,1,T-0211-NAVY,,M,1,
107,,INV20170400233,2017-04-21 12:38:18,,,,2,T-0219-OROSE,,---,1,
107,,INV20170400233,2017-04-21 12:38:18,,,,3,T-0221-NAVY,,---,1,
108,,INV20170400234,2017-04-21 13:05:32,,,,1,D-0223-BLACK,,S,1,
109,,INV20170400239,2017-04-21 15:30:49,,,,1,D-0216-BLACK,,M,1,
110,,INV20170400240,2017-04-21 15:35:23,,,,1,T-0193-NAVY,,S,1,
111,,INV20170400241,2017-04-21 15:54:51,,,,1,D-0216-WHITE,,M,1,
111,,INV20170400241,2017-04-21 15:54:51,,,,2,D-0230-BLUE GREY,,M,1,
112,,INV20170400242,2017-04-21 16:38:42,,,,1,D-0150-BLACK,,M,1,
112,,INV20170400242,2017-04-21 16:38:42,,,,2,D-0223-BLACK,,M,1,
112,,INV20170400242,2017-04-21 16:38:42,,,,3,SK-0207-NAVY,,L,1,
112,,INV20170400242,2017-04-21 16:38:42,,,,4,SK-0228-BLACK,,L,1,
113,,INV20170400243,2017-04-21 17:39:49,,,,1,D-0223-BLACK,,M,1,
114,,INV20170400244,2017-04-21 17:41:43,,,,1,D-224-WHITE,,S,1,
115,,INV20170400246,2017-04-21 18:02:55,,,,1,T-0225-NAVY,,---,1,
116,,INV20170400248,2017-04-21 18:11:12,,,,1,D-0217-GREY,,S,1,
117,,INV20170400252,2017-04-21 18:33:04,,,,1,T-0082-BLACK,,---,1,
118,,INV20170400253,2017-04-21 18:34:40,,,,1,T-LK-002-WHITE,,M,1,
119,,INV20170400259,2017-04-21 18:59:29,,,,1,SK-0206-NAVY,,M,1,
120,,INV20170400261,2017-04-21 19:10:55,,,,1,T-0124-NUDE PINK,,---,1,
121,,INV20170400262,2017-04-21 19:22:48,,,,1,D-224-BLACK,,M,1,
121,,INV20170400262,2017-04-21 19:22:48,,,,2,T-0225-NAVY,,---,1,
122,,INV20170400264,2017-04-21 19:56:27,,,,1,T-0197-NUDE PINK,,---,1,
123,,INV20170400265,2017-04-21 19:59:52,,,,1,D-224-BLACK,,S,1,
124,,INV20170400266,2017-04-21 20:05:54,,,,1,T-0219-BLACK,,---,1,
125,,INV20170400281,2017-04-21 21:10:52,,,,1,T-0172-LIGHT MATCHA,,---,1,
126,,INV20170400307,2017-04-22 13:02:21,,,,1,D-0223-NAVY,,S,1,
127,,INV20170400309,2017-04-22 13:07:25,,,,1,D-0150-BLACK,,S,1,
128,,INV20170400310,2017-04-22 13:11:44,,,,1,D-0223-GREY,,M,1,
129,,INV20170400312,2017-04-22 13:17:16,,,,1,T-0212-NAVY,,---,1,
130,,INV20170400317,2017-04-22 13:50:36,,,,1,SK-0222-BLUE GREY,,M,1,
131,,INV20170400318,2017-04-22 13:57:29,,,,1,D-0223-NAVY,,S,1,
132,,INV20170400319,2017-04-22 13:58:18,,,,1,SK-0206-BLACK,,S,1,
133,,INV20170400321,2017-04-22 14:02:25,,,,1,SK-0228-BLACK,,M,1,
133,,INV20170400321,2017-04-22 14:02:25,,,,2,T-0228-BLACK,,M,1,
134,,INV20170400322,2017-04-22 14:23:49,,,,1,SK-0202-WHITE,,S,1,
134,,INV20170400322,2017-04-22 14:23:49,,,,2,T-0182-PINK,,---,1,
135,,INV20170400325,2017-04-22 14:31:35,,,,1,D-224-BLACK,,M,1,
135,,INV20170400325,2017-04-22 14:31:35,,,,2,T-0197-WHITE,,---,1,
136,,INV20170400332,2017-04-22 15:33:14,,,,1,T-0193-GREEN,,S,1,
137,,INV20170400333,2017-04-22 15:42:31,,,,1,SH-0229-NAVY,,M,1,
138,,INV20170400334,2017-04-22 15:52:12,,,,1,T-0225-WHITE,,---,1,
139,,INV20170400337,2017-04-22 16:37:03,,,,1,D-0204-BLUE GREY,,M,1,
139,,INV20170400337,2017-04-22 16:37:03,,,,2,SK-0228-์NUDE PINK,,L,1,
139,,INV20170400337,2017-04-22 16:37:03,,,,3,T-0228-BLACK,,M,1,
139,,INV20170400337,2017-04-22 16:37:03,,,,4,T-0228-์NUDE PINK,,M,1,
140,,INV20170400339,2017-04-22 17:06:37,,,,1,T-0200-WHITE,,---,1,
141,,INV20170400341,2017-04-22 17:23:07,,,,1,P-0142-WHITE,,M,1,
141,,INV20170400341,2017-04-22 17:23:07,,,,2,SH-0229-NAVY,,M,1,
142,,INV20170400346,2017-04-22 17:53:23,,,,1,SH-0194-BLACK,,M,1,
143,,INV20170400347,2017-04-22 18:02:57,,,,1,SK-0206-BLACK,,M,1,
144,,INV20170400348,2017-04-22 18:42:12,,,,1,D-0230-NAVY,,S,1,
145,,INV20170400349,2017-04-22 19:03:23,,,,1,T-0124-BLACK,,---,1,
145,,INV20170400349,2017-04-22 19:03:23,,,,2,T-0124-NUDE PINK,,---,1,
145,,INV20170400349,2017-04-22 19:03:23,,,,3,T-0193-GREEN,,M,1,
145,,INV20170400349,2017-04-22 19:03:23,,,,4,T-0225-NAVY,,---,1,
145,,INV20170400349,2017-04-22 19:03:23,,,,5,T-0225-WHITE,,---,1,
146,,INV20170400350,2017-04-22 19:07:27,,,,1,D-0150-GREEN,,M,1,
146,,INV20170400350,2017-04-22 19:07:27,,,,2,D-0199-LIGHT MATCHA,,M,1,
146,,INV20170400350,2017-04-22 19:07:27,,,,3,SK-0207-BLUE GREY,,L,1,
146,,INV20170400350,2017-04-22 19:07:27,,,,4,T-0200-BLACK,,---,1,
147,,INV20170400351,2017-04-22 19:24:56,,,,1,D-0223-BLACK,,M,1,
147,,INV20170400351,2017-04-22 19:24:56,,,,2,T-0124-GREEN,,---,1,
148,,INV20170400372,2017-04-23 11:50:39,,,,1,D-0204-BLUE GREY,,S,1,
149,,INV20170400377,2017-04-23 12:15:32,,,,1,SK-0206-BLACK,,M,1,
149,,INV20170400377,2017-04-23 12:15:32,,,,2,T-0200-BLACK,,---,1,
149,,INV20170400377,2017-04-23 12:15:32,,,,3,T-0219-OROSE,,---,1,
150,,INV20170400379,2017-04-23 12:29:07,,,,1,D-0217-NAVY,,S,1,
151,,INV20170400380,2017-04-23 12:51:08,,,,1,D-224-BLACK,,S,1,
151,,INV20170400380,2017-04-23 12:51:08,,,,2,D-224-NAVY,,S,1,
151,,INV20170400380,2017-04-23 12:51:08,,,,3,SH-0229-NAVY,,M,1,
151,,INV20170400380,2017-04-23 12:51:08,,,,4,SK-0202-BLACK,,M,1,
151,,INV20170400380,2017-04-23 12:51:08,,,,5,SK-0228-BLACK,,M,1,
152,,INV20170400384,2017-04-23 14:03:32,,,,1,D-0223-GREY,,M,1,
153,,INV20170400387,2017-04-23 14:15:41,,,,1,D-224-BLACK,,M,1,
154,,INV20170400390,2017-04-23 14:43:59,,,,1,D-0213-BEIGE,,S,1,
154,,INV20170400390,2017-04-23 14:43:59,,,,2,D-0230-NAVY,,S,1,
154,,INV20170400390,2017-04-23 14:43:59,,,,3,SK-0207-BLUE GREY,,M,1,
154,,INV20170400390,2017-04-23 14:43:59,,,,4,T-0172-LIGHT MATCHA,,---,1,
155,,INV20170400391,2017-04-23 14:52:01,,,,1,D-0216-NUDE PINK,,S,1,
156,,INV20170400396,2017-04-23 15:26:55,,,,1,SK-0228-BLACK,,L,1,
156,,INV20170400396,2017-04-23 15:26:55,,,,2,T-0185-BURGUNDY,,---,1,
157,,INV20170400397,2017-04-23 15:35:41,,,,1,SK-0206-NAVY,,M,1,
158,,INV20170400400,2017-04-23 15:53:48,,,,1,SH-0229-NAVY,,S,1,
158,,INV20170400400,2017-04-23 15:53:48,,,,2,SH-0229-WHITE,,S,1,
159,,INV20170400402,2017-04-23 16:02:24,,,,1,D-0223-BLACK,,S,1,
160,,INV20170400403,2017-04-23 16:10:42,,,,1,T-0189-BLUE,,---,1,
161,,INV20170400404,2017-04-23 16:17:47,,,,1,D-224-BLACK,,S,1,
161,,INV20170400404,2017-04-23 16:17:47,,,,2,D-224-WHITE,,S,1,
162,,INV20170400405,2017-04-23 16:24:28,,,,1,SH-0229-NAVY,,S,1,
163,,INV20170400406,2017-04-23 16:33:17,,,,1,D-0150-BLACK,,S,1,
164,,INV20170400407,2017-04-23 16:53:10,,,,1,P-0142-BLACK,,S,1,
165,,INV20170400408,2017-04-23 17:03:23,,,,1,D-0223-BLACK,,S,1,
166,,INV20170400409,2017-04-23 17:05:06,,,,1,SK-0222-BLUE GREY,,S,1,
167,,INV20170400410,2017-04-23 17:07:08,,,,1,D-0223-BLACK,,M,1,
168,,INV20170400411,2017-04-23 17:12:16,,,,1,D-0150-PINK,,M,1,
168,,INV20170400411,2017-04-23 17:12:16,,,,2,SH-0194-BLACK,,S,1,
169,,INV20170400414,2017-04-23 17:47:32,,,,1,SH-0229-NAVY,,S,1,
170,,INV20170400415,2017-04-23 17:59:01,,,,1,SK-0228-WHITE,,L,1,
170,,INV20170400415,2017-04-23 17:59:01,,,,2,T-0214-NAVY,,S,1,
171,,INV20170400417,2017-04-23 18:19:53,,,,1,T-0182-BLACK,,---,1,
172,,INV20170400419,2017-04-23 18:27:58,,,,1,D-0223-NAVY,,M,1,
172,,INV20170400419,2017-04-23 18:27:58,,,,2,D-0230-BLUE GREY,,S,1,
173,,INV20170400424,2017-04-23 19:03:56,,,,1,D-0204-BLACK,,M,2,
173,,INV20170400424,2017-04-23 19:03:56,,,,2,SK-0206-BLACK,,M,2,
174,,INV20170400427,2017-04-23 19:34:33,,,,1,D-0209-WHITE,,M,1,
174,,INV20170400427,2017-04-23 19:34:33,,,,2,D-0223-BLACK,,M,1,
175,,INV20170400428,2017-04-23 19:56:06,,,,1,SK-0222-BLUE GREY,,L,1,
176,,INV20170400429,2017-04-23 20:08:29,,,,1,D-0150-GREEN,,M,1,
176,,INV20170400429,2017-04-23 20:08:29,,,,2,SK-0207-BLUE GREY,,M,1,
177,,INV20170400432,2017-04-23 20:23:02,,,,1,SK-0206-BLACK,,M,1,
178,,INV20170400433,2017-04-23 20:27:44,,,,1,SH-0132-GREY,,S,1,
179,,INV20170400434,2017-04-23 20:35:47,,,,1,D-0217-BLACK,,S,1,
179,,INV20170400434,2017-04-23 20:35:47,,,,2,D-0217-GREY,,S,2,
179,,INV20170400434,2017-04-23 20:35:47,,,,3,D-0217-NAVY,,S,1,
179,,INV20170400434,2017-04-23 20:35:47,,,,4,D-224-BLACK,,S,1,
179,,INV20170400434,2017-04-23 20:35:47,,,,5,D-224-NAVY,,S,1,
180,,INV20170400437,2017-04-23 20:41:29,0876178191,,,1,PRE-D-0223-GREY,,S,1,
181,,INV20170400438,2017-04-23 20:52:42,,,,1,T-0172-LIGHT MATCHA,,---,1,
182,,INV20170400466,2017-04-24 12:07:50,,,,1,D-0223-BLACK,,S,1,
182,,INV20170400466,2017-04-24 12:07:50,,,,2,T-0193-BLACK,,M,1,
183,,INV20170400468,2017-04-24 14:45:28,,,,1,D-0209-WHITE,,S,1,
183,,INV20170400468,2017-04-24 14:45:28,,,,2,T-0226-NAVY,,S,1,
184,,INV20170400469,2017-04-24 15:01:29,,,,1,SK-0202-BLACK,,M,1,
184,,INV20170400469,2017-04-24 15:01:29,,,,2,T-0110-BLACK,,---,1,
185,,INV20170400470,2017-04-24 15:15:53,,,,1,SK-0170-WHITE,,S,1,
186,,INV20170400472,2017-04-24 15:40:44,,,,1,D-0230-BLUE GREY,,M,1,
186,,INV20170400472,2017-04-24 15:40:44,,,,2,T-0225-MINT,,---,1,
187,,INV20170400473,2017-04-24 16:09:41,,,,1,D-0230-NAVY,,M,1,
188,,INV20170400474,2017-04-24 16:32:04,,,,1,T-0193-NAVY,,M,1,
189,,INV20170400476,2017-04-24 16:53:43,,,,1,P-0210-BLACK,,M,1,
189,,INV20170400476,2017-04-24 16:53:43,,,,2,T-0214-DARK GREY,,S,1,
190,,INV20170400478,2017-04-24 17:47:15,,,,1,D-0223-GREY,,S,1,
191,,INV20170400480,2017-04-24 18:30:55,,,,1,SK-0206-NAVY,,L,1,
191,,INV20170400480,2017-04-24 18:30:55,,,,2,T-0200-WHITE,,---,1,
192,,INV20170400481,2017-04-24 18:34:09,,,,1,D-0183-BLACK,,M,1,
193,,INV20170400482,2017-04-24 18:41:14,,,,1,D-0220-NAVY,,S,1,
193,,INV20170400482,2017-04-24 18:41:14,,,,2,D-0220-NUDE PINK,,M,1,
193,,INV20170400482,2017-04-24 18:41:14,,,,3,D-0223-BLACK,,M,1,
194,,INV20170400483,2017-04-24 18:50:22,,,,1,D-0223-GREY,,M,1,
195,,INV20170400484,2017-04-24 18:51:05,,,,1,T-0228-์NUDE PINK,,S,1,
196,,INV20170400487,2017-04-24 20:03:40,,,,1,T-0082-BLACK,,---,1,
197,,INV20170400488,2017-04-24 20:12:34,,,,1,SK-0222-NAVY,,L,1,
198,,INV20170400495,2017-04-24 23:25:46,,,,1,A001-WHITE,,37,1,
199,,INV20170400499,2017-04-25 12:58:18,,,,1,SK-0206-BLACK,,S,1,
200,,INV20170400501,2017-04-25 13:05:53,,,,1,D-0223-GREY,,S,-1,
200,,INV20170400501,2017-04-25 13:05:53,,,,2,D-0223-NAVY,,M,1,
201,,INV20170400504,2017-04-25 15:29:48,,,,1,SK-0207-BLUE GREY,,M,1,
201,,INV20170400504,2017-04-25 15:29:48,,,,2,T-0193-GREEN,,M,1,
201,,INV20170400504,2017-04-25 15:29:48,,,,3,T-0225-MINT,,---,1,
202,,INV20170400505,2017-04-25 15:39:44,,,,1,SK-0203-WHITE,,S,1,
203,,INV20170400507,2017-04-25 17:08:25,,,,1,T-0225-WHITE,,---,1,
204,,INV20170400508,2017-04-25 17:25:17,,,,1,T-0225-MINT,,---,1,
205,,INV20170400510,2017-04-25 18:06:12,,,,1,SK-0222-BLUE GREY,,M,1,
206,,INV20170400511,2017-04-25 18:26:49,,,,1,T-0110-BLACK,,---,1,
206,,INV20170400511,2017-04-25 18:26:49,,,,2,T-0205-BLACK,,---,1,
